Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
158457,ChatGPT,1690,617,2307,Conversation log
158473,GPT-4,103,736,839,Conversation log
158496,ChatGPT,1859,348,2207,Conversation log
158506,ChatGPT,38,1605,1643,Conversation log
158528,ChatGPT,597,447,1044,Conversation log
158633,ChatGPT,1867,412,2279,Conversation log
158641,ChatGPT,1198,551,1749,Conversation log
158647,ChatGPT,0,0,0,Conversation log
158702,ChatGPT,1100,500,1600,Conversation log
158732,GPT-4,132,525,657,Conversation log
158756,ChatGPT,1416,434,1850,Conversation log
158801,GPT-4,702,410,1112,Conversation log
158838,GPT-4,1218,122,1340,Conversation log
158846,ChatGPT,14,449,463,Conversation log
158847,GPT-4,455,345,800,Conversation log
158865,ChatGPT,2029,589,2618,Conversation log
158877,ChatGPT,475,955,1430,Conversation log
158882,ChatGPT,1690,1684,3374,Conversation log
158905,GPT-4,817,113,930,Conversation log
158908,GPT-4,51,215,266,Conversation log
158940,GPT-4,13,418,431,Conversation log
158942,ChatGPT,0,0,0,Conversation log
158943,GPT-4,282,346,628,Conversation log
158945,ChatGPT,54,496,550,Conversation log
158963,ChatGPT,0,0,0,Conversation log
158973,ChatGPT,714,142,856,Conversation log
158984,ChatGPT,765,130,895,Conversation log
158986,ChatGPT,451,407,858,Conversation log
159010,ChatGPT,28,51,79,Conversation log
159021,ChatGPT,0,0,0,Conversation log
159032,ChatGPT,28,134,162,Conversation log
159043,ChatGPT,41,1950,1991,Conversation log
159052,GPT-4,1167,413,1580,Conversation log
159068,ChatGPT,565,168,733,Conversation log
159076,ChatGPT,181,136,317,Conversation log
159079,ChatGPT,712,130,842,Conversation log
159095,ChatGPT,0,0,0,Conversation log
159102,ChatGPT,840,78,918,Conversation log
159106,ChatGPT,1768,442,2210,Conversation log
159132,ChatGPT,417,1364,1781,Conversation log
159132,GPT-4,659,389,1048,Conversation log
159139,ChatGPT,1731,330,2061,Conversation log
159160,GPT-4,1444,306,1750,Conversation log
159169,ChatGPT,1369,546,1915,Conversation log
159175,ChatGPT,14,441,455,Conversation log
159213,ChatGPT,0,0,0,Conversation log
159252,ChatGPT,340,221,561,Conversation log
159262,ChatGPT,72,15,87,Conversation log
159277,GPT-4,1761,633,2394,Conversation log
159289,ChatGPT,1797,368,2165,Conversation log
159289,ChatGPT,806,50,856,Conversation log
159294,ChatGPT,0,0,0,Conversation log
159298,ChatGPT,686,116,802,Conversation log
159307,ChatGPT,174,17,191,Conversation log
159307,ChatGPT,671,110,781,Conversation log
159330,GPT-4,352,104,456,Conversation log
159336,ChatGPT,0,0,0,Conversation log
159345,ChatGPT,272,19,291,Conversation log
159362,ChatGPT,0,0,0,Conversation log
159381,ChatGPT,0,0,0,Conversation log
159384,ChatGPT,373,14,387,Conversation log
159397,ChatGPT,29,110,139,Conversation log
159406,ChatGPT,460,15,475,Conversation log
159424,ChatGPT,54,2048,2102,Conversation log
159426,GPT-4,980,448,1428,Conversation log
159429,GPT-4,1595,333,1928,Conversation log
159451,ChatGPT,284,46,330,Conversation log
159497,ChatGPT,600,212,812,Conversation log
159521,GPT-4,2412,276,2688,Conversation log
159534,ChatGPT,1711,293,2004,Conversation log
159552,ChatGPT,2003,744,2747,Conversation log
159572,ChatGPT,725,76,801,Conversation log
159590,ChatGPT,973,64,1037,Conversation log
159661,GPT-4,1403,371,1774,Conversation log
159675,ChatGPT,1184,145,1329,Conversation log
159677,ChatGPT,688,52,740,Conversation log
159682,GPT-4,2235,523,2758,Conversation log
159687,ChatGPT,646,48,694,Conversation log
159708,ChatGPT,0,0,0,Conversation log
159709,ChatGPT,1891,247,2138,Conversation log
159762,ChatGPT,40,21,61,Conversation log
159774,ChatGPT,157,732,889,Conversation log
159779,ChatGPT,123,647,770,Conversation log
159791,ChatGPT,152,248,400,Conversation log
159827,ChatGPT,19,432,451,Conversation log
159827,ChatGPT,71,53,124,Conversation log
159828,ChatGPT,901,440,1341,Conversation log
159830,ChatGPT,2041,90,2131,Conversation log
159881,ChatGPT,491,31,522,Conversation log
159886,GPT-4,571,87,658,Conversation log
159886,ChatGPT,412,28,440,Conversation log
159886,ChatGPT,78,71,149,Conversation log
159894,ChatGPT,564,318,882,Conversation log
159910,ChatGPT,154,120,274,Conversation log
159933,ChatGPT,48,36,84,Conversation log
159957,ChatGPT,480,366,846,Conversation log
159973,ChatGPT,300,174,474,Conversation log
159973,GPT-4,274,182,456,Conversation log
159981,ChatGPT,54,34,88,Conversation log
159989,ChatGPT,913,345,1258,Conversation log
160000,ChatGPT,486,121,607,Conversation log
160002,GPT-4,279,177,456,Conversation log
160015,ChatGPT,865,473,1338,Conversation log
160022,ChatGPT,1926,290,2216,Conversation log
160025,GPT-4,279,168,447,Conversation log
160028,ChatGPT,1839,392,2231,Conversation log
160057,ChatGPT,811,242,1053,Conversation log
160097,ChatGPT,1671,539,2210,Conversation log
160104,GPT-4,1319,169,1488,Conversation log
160121,GPT-4,190,320,510,Conversation log
160152,GPT-4,1391,203,1594,Conversation log
160153,GPT-4,520,351,871,Conversation log
160188,GPT-4,888,542,1430,Conversation log
160203,ChatGPT,1683,593,2276,Conversation log
160222,ChatGPT,1361,434,1795,Conversation log
160236,ChatGPT,1771,528,2299,Conversation log
160272,ChatGPT,1711,501,2212,Conversation log
160276,ChatGPT,1779,494,2273,Conversation log
160299,ChatGPT,1823,546,2369,Conversation log
160302,ChatGPT,183,134,317,Conversation log
160307,ChatGPT,0,0,0,Conversation log
160359,GPT-4,836,131,967,Conversation log
160414,ChatGPT,1283,381,1664,Conversation log
160459,ChatGPT,529,218,747,Conversation log
160475,GPT-4,1795,304,2099,Conversation log
160537,GPT-4,1533,105,1638,Conversation log
160544,ChatGPT,1397,641,2038,Conversation log
160607,ChatGPT,1947,543,2490,Conversation log
160618,ChatGPT,1741,327,2068,Conversation log
160644,ChatGPT,1920,781,2701,Conversation log
160691,GPT-4,1029,33,1062,Conversation log
160704,ChatGPT,179,198,377,Conversation log
160718,ChatGPT,1975,236,2211,Conversation log
160751,GPT-4,1000,77,1077,Conversation log
160770,ChatGPT,0,0,0,Conversation log
160776,ChatGPT,0,0,0,Conversation log
160779,ChatGPT,231,351,582,Conversation log
160782,ChatGPT,165,174,339,Conversation log
160797,ChatGPT,366,474,840,Conversation log
160799,GPT-4,692,91,783,Conversation log
160805,ChatGPT,0,0,0,Conversation log
160824,GPT-4,1655,285,1940,Conversation log
160863,ChatGPT,683,348,1031,Conversation log
160871,ChatGPT,0,0,0,Conversation log
160888,ChatGPT,394,173,567,Conversation log
160891,ChatGPT,442,239,681,Conversation log
160905,ChatGPT,327,45,372,Conversation log
160919,ChatGPT,277,40,317,Conversation log
160943,GPT-4,1542,462,2004,Conversation log
160948,GPT-4,50,142,192,Conversation log
160961,GPT-4,838,223,1061,Conversation log
160966,ChatGPT,1555,936,2491,Conversation log
160967,ChatGPT,298,36,334,Conversation log
160972,ChatGPT,280,35,315,Conversation log
160977,ChatGPT,285,33,318,Conversation log
160982,ChatGPT,234,32,266,Conversation log
160984,ChatGPT,557,667,1224,Conversation log
160989,ChatGPT,226,32,258,Conversation log
161027,GPT-4,194,334,528,Conversation log
161031,GPT-4,1580,663,2243,Conversation log
161067,GPT-4,1451,464,1915,Conversation log
161071,GPT-4,37,206,243,Conversation log
161087,ChatGPT,47,39,86,Conversation log
161088,ChatGPT,693,137,830,Conversation log
161133,ChatGPT,47,512,559,Conversation log
161171,ChatGPT,80,496,576,Conversation log
161175,ChatGPT,130,46,176,Conversation log
161178,GPT-4,417,454,871,Conversation log
161202,ChatGPT,0,0,0,Conversation log
161209,ChatGPT,599,419,1018,Conversation log
161226,ChatGPT,1936,410,2346,Conversation log
161248,ChatGPT,1738,410,2148,Conversation log
161252,ChatGPT,262,98,360,Conversation log
161280,ChatGPT,55,166,221,Conversation log
161294,ChatGPT,19,11,30,Conversation log
161382,ChatGPT,781,27,808,Conversation log
161386,ChatGPT,463,115,578,Conversation log
161406,GPT-4,1162,179,1341,Conversation log
161410,ChatGPT,253,322,575,Conversation log
161436,ChatGPT,31,409,440,Conversation log
161511,ChatGPT,22,192,214,Conversation log
161523,ChatGPT,1051,310,1361,Conversation log
161543,ChatGPT,636,52,688,Conversation log
161552,GPT-4,286,547,833,Conversation log
161571,GPT-4,1317,91,1408,Conversation log
161574,ChatGPT,0,0,0,Conversation log
161587,ChatGPT,638,117,755,Conversation log
161606,ChatGPT,875,664,1539,Conversation log
161656,ChatGPT,37,541,578,Conversation log
161680,ChatGPT,41,734,775,Conversation log
161685,ChatGPT,597,395,992,Conversation log
161698,ChatGPT,1605,300,1905,Conversation log
161700,ChatGPT,846,502,1348,Conversation log
161737,GPT-4,42,56,98,Conversation log
161771,ChatGPT,1805,445,2250,Conversation log
161775,ChatGPT,1631,195,1826,Conversation log
161782,ChatGPT,9,9,18,Conversation log
161784,ChatGPT,20,464,484,Conversation log
161790,ChatGPT,28,19,47,Conversation log
161808,GPT-4,1250,92,1342,Conversation log
161811,GPT-4,1354,333,1687,Conversation log
161815,GPT-4,918,136,1054,Conversation log
161821,ChatGPT,262,254,516,Conversation log
161832,ChatGPT,78,187,265,Conversation log
161859,ChatGPT,511,434,945,Conversation log
161888,ChatGPT,22,10,32,Conversation log
161906,ChatGPT,47,5,52,Conversation log
161920,ChatGPT,41,159,200,Conversation log
161920,ChatGPT,35,923,958,Conversation log
161928,ChatGPT,970,437,1407,Conversation log
161988,ChatGPT,332,297,629,Conversation log
161998,ChatGPT,1006,719,1725,Conversation log
162023,ChatGPT,1585,210,1795,Conversation log
162039,GPT-4,122,22,144,Conversation log
162066,ChatGPT,1528,381,1909,Conversation log
162088,GPT-4,1668,398,2066,Conversation log
162093,ChatGPT,1763,210,1973,Conversation log
162126,GPT-4,1265,72,1337,Conversation log
162134,GPT-4,62,204,266,Conversation log
162146,GPT-4,1780,413,2193,Conversation log
162179,GPT-4,687,39,726,Conversation log
162179,ChatGPT,657,417,1074,Conversation log
162179,ChatGPT,440,9,449,Conversation log
162207,ChatGPT,710,939,1649,Conversation log
162208,GPT-4,1689,444,2133,Conversation log
162210,ChatGPT,1384,96,1480,Conversation log
162214,ChatGPT,491,48,539,Conversation log
162218,GPT-4,413,199,612,Conversation log
162227,ChatGPT,2015,333,2348,Conversation log
162246,ChatGPT,975,216,1191,Conversation log
162262,GPT-4,1722,463,2185,Conversation log
162279,ChatGPT,1095,574,1669,Conversation log
162332,ChatGPT,1727,349,2076,Conversation log
162373,GPT-4,2404,756,3160,Conversation log
162479,ChatGPT,851,35,886,Conversation log
162618,ChatGPT,1677,416,2093,Conversation log
162638,GPT-4,1133,396,1529,Conversation log
162644,ChatGPT,506,71,577,Conversation log
162652,ChatGPT,0,0,0,Conversation log
162690,ChatGPT,385,24,409,Conversation log
162731,GPT-4,0,0,0,Conversation log
162736,GPT-4,1014,116,1130,Conversation log
162770,GPT-4,1168,264,1432,Conversation log
162824,GPT-4,0,0,0,Conversation log
162860,ChatGPT,1400,235,1635,Conversation log
162897,GPT-4,1067,298,1365,Conversation log
162916,ChatGPT,1121,356,1477,Conversation log
162944,GPT-4,920,350,1270,Conversation log
162963,ChatGPT,993,318,1311,Conversation log
162996,ChatGPT,1017,323,1340,Conversation log
163009,ChatGPT,291,321,612,Conversation log
163019,ChatGPT,15,486,501,Conversation log
163031,GPT-4,748,374,1122,Conversation log
163087,ChatGPT,530,416,946,Conversation log
163087,GPT-4,1145,220,1365,Conversation log
163113,ChatGPT,362,387,749,Conversation log
163119,ChatGPT,964,417,1381,Conversation log
163183,GPT-4,1358,310,1668,Conversation log
163236,ChatGPT,427,197,624,Conversation log
163247,GPT-4,1386,331,1717,Conversation log
163269,ChatGPT,1045,487,1532,Conversation log
163275,ChatGPT,778,233,1011,Conversation log
163301,GPT-4,22,300,322,Conversation log
163320,ChatGPT,647,388,1035,Conversation log
163357,GPT-4,572,37,609,Conversation log
163379,GPT-4,403,77,480,Conversation log
163382,GPT-4,39,520,559,Conversation log
163383,ChatGPT,195,52,247,Conversation log
163413,GPT-4,433,94,527,Conversation log
163435,GPT-4,362,73,435,Conversation log
163449,GPT-4,339,141,480,Conversation log
163450,GPT-4,367,78,445,Conversation log
163453,GPT-4,952,408,1360,Conversation log
163458,GPT-4,389,93,482,Conversation log
163460,ChatGPT,42,205,247,Conversation log
163462,GPT-4,1374,307,1681,Conversation log
163464,ChatGPT,930,361,1291,Conversation log
163466,GPT-4,927,167,1094,Conversation log
163486,GPT-4,1386,261,1647,Conversation log
163489,ChatGPT,18,21,39,Conversation log
163505,GPT-4,578,809,1387,Conversation log
163517,GPT-4,1681,261,1942,Conversation log
163546,ChatGPT,1815,510,2325,Conversation log
163559,GPT-4,537,433,970,Conversation log
163651,GPT-4,1307,347,1654,Conversation log
163702,GPT-4,1015,374,1389,Conversation log
163721,GPT-4,1403,331,1734,Conversation log
163748,GPT-4,1415,518,1933,Conversation log
163804,GPT-4,1426,298,1724,Conversation log
163826,ChatGPT,1023,262,1285,Conversation log
163841,GPT-4,229,345,574,Conversation log
163901,GPT-4,1408,297,1705,Conversation log
163995,GPT-4,1433,327,1760,Conversation log
164015,ChatGPT,63,96,159,Conversation log
164030,ChatGPT,858,13,871,Conversation log
164030,ChatGPT,0,0,0,Conversation log
164051,ChatGPT,188,109,297,Conversation log
164052,ChatGPT,21,217,238,Conversation log
164057,GPT-4,344,552,896,Conversation log
164080,ChatGPT,655,162,817,Conversation log
164098,GPT-4,1418,257,1675,Conversation log
164120,ChatGPT,25,82,107,Conversation log
164130,ChatGPT,458,468,926,Conversation log
164136,ChatGPT,667,234,901,Conversation log
164193,ChatGPT,20,54,74,Conversation log
164208,ChatGPT,937,114,1051,Conversation log
164223,ChatGPT,88,55,143,Conversation log
164228,ChatGPT,1028,140,1168,Conversation log
164241,ChatGPT,158,79,237,Conversation log
164244,ChatGPT,1062,138,1200,Conversation log
164251,GPT-4,1343,377,1720,Conversation log
164272,ChatGPT,710,242,952,Conversation log
164299,ChatGPT,1081,169,1250,Conversation log
164317,ChatGPT,14,43,57,Conversation log
164339,ChatGPT,69,55,124,Conversation log
164345,ChatGPT,665,283,948,Conversation log
164388,GPT-4,136,55,191,Conversation log
164458,GPT-4,0,0,0,Conversation log
164461,ChatGPT,333,482,815,Conversation log
164469,ChatGPT,19,307,326,Conversation log
164486,ChatGPT,833,231,1064,Conversation log
164516,ChatGPT,77,315,392,Conversation log
164535,GPT-4,9,9,18,Conversation log
164544,GPT-4,0,0,0,Conversation log
164559,ChatGPT,15,367,382,Conversation log
164565,GPT-4,1417,324,1741,Conversation log
164572,ChatGPT,836,233,1069,Conversation log
164589,ChatGPT,421,19,440,Conversation log
164612,ChatGPT,947,312,1259,Conversation log
164631,GPT-4,440,456,896,Conversation log
164684,ChatGPT,829,566,1395,Conversation log
164704,ChatGPT,400,57,457,Conversation log
164706,ChatGPT,457,2,459,Conversation log
164739,ChatGPT,409,41,450,Conversation log
164741,ChatGPT,445,145,590,Conversation log
164772,ChatGPT,0,0,0,Conversation log
164774,GPT-4,1149,338,1487,Conversation log
164776,ChatGPT,666,407,1073,Conversation log
164777,GPT-4,34,422,456,Conversation log
164788,GPT-4,1507,409,1916,Conversation log
164799,ChatGPT,1414,422,1836,Conversation log
164824,GPT-4,2813,397,3210,Conversation log
164840,ChatGPT,849,307,1156,Conversation log
164845,ChatGPT,9,9,18,Conversation log
164855,GPT-4,910,432,1342,Conversation log
164865,GPT-4,1422,305,1727,Conversation log
164867,ChatGPT,1859,673,2532,Conversation log
164868,ChatGPT,99,93,192,Conversation log
164889,GPT-4,1130,337,1467,Conversation log
164896,ChatGPT,1707,349,2056,Conversation log
164946,GPT-4,1650,294,1944,Conversation log
164960,GPT-4,1367,395,1762,Conversation log
164980,ChatGPT,0,0,0,Conversation log
165002,ChatGPT,1796,520,2316,Conversation log
165045,GPT-4,1732,699,2431,Conversation log
165081,ChatGPT,581,105,686,Conversation log
165131,GPT-4,1364,95,1459,Conversation log
165165,ChatGPT,1137,394,1531,Conversation log
165206,ChatGPT,716,365,1081,Conversation log
165236,GPT-4,1210,345,1555,Conversation log
165258,GPT-4,427,110,537,Conversation log
165265,GPT-4,1127,184,1311,Conversation log
165267,GPT-4,225,275,500,Conversation log
165270,GPT-4,465,124,589,Conversation log
165288,GPT-4,547,44,591,Conversation log
165297,ChatGPT,1804,549,2353,Conversation log
165306,ChatGPT,52,468,520,Conversation log
165309,GPT-4,1695,331,2026,Conversation log
165311,GPT-4,20,428,448,Conversation log
165311,ChatGPT,21,291,312,Conversation log
165317,GPT-4,1179,353,1532,Conversation log
165334,ChatGPT,334,453,787,Conversation log
165351,ChatGPT,0,0,0,Conversation log
165354,GPT-4,573,407,980,Conversation log
165363,ChatGPT,181,114,295,Conversation log
165365,GPT-4,0,0,0,Conversation log
165382,ChatGPT,1376,178,1554,Conversation log
165398,GPT-4,0,0,0,Conversation log
165398,ChatGPT,484,143,627,Conversation log
165419,GPT-4,30,308,338,Conversation log
165435,GPT-4,1211,379,1590,Conversation log
165437,ChatGPT,809,508,1317,Conversation log
165441,ChatGPT,1107,202,1309,Conversation log
165484,GPT-4,362,222,584,Conversation log
165522,GPT-4,1550,323,1873,Conversation log
165522,GPT-4,1284,459,1743,Conversation log
165523,GPT-4,992,313,1305,Conversation log
165532,ChatGPT,1147,317,1464,Conversation log
165565,ChatGPT,1331,439,1770,Conversation log
165573,GPT-4,1370,325,1695,Conversation log
165578,GPT-4,1646,268,1914,Conversation log
165586,ChatGPT,1305,504,1809,Conversation log
165621,GPT-4,34,221,255,Conversation log
165637,GPT-4,60,288,348,Conversation log
165657,GPT-4,1356,426,1782,Conversation log
165697,GPT-4,1559,422,1981,Conversation log
165701,ChatGPT,17,247,264,Conversation log
165751,ChatGPT,945,54,999,Conversation log
165765,GPT-4,657,596,1253,Conversation log
165775,ChatGPT,17,359,376,Conversation log
165813,ChatGPT,59,479,538,Conversation log
165831,GPT-4,538,48,586,Conversation log
165857,ChatGPT,1148,404,1552,Conversation log
165860,ChatGPT,554,181,735,Conversation log
165902,GPT-4,517,53,570,Conversation log
165907,ChatGPT,679,16,695,Conversation log
165935,ChatGPT,13,253,266,Conversation log
165937,ChatGPT,13,84,97,Conversation log
165952,ChatGPT,289,300,589,Conversation log
165956,GPT-4,1656,414,2070,Conversation log
165972,ChatGPT,341,49,390,Conversation log
165973,ChatGPT,289,88,377,Conversation log
165984,GPT-4,1376,406,1782,Conversation log
166016,ChatGPT,1409,314,1723,Conversation log
166041,ChatGPT,203,207,410,Conversation log
166047,ChatGPT,766,457,1223,Conversation log
166049,GPT-4,1548,392,1940,Conversation log
166171,ChatGPT,1725,504,2229,Conversation log
